MAHOUT_LOCAL is not set; adding HADOOP_CONF_DIR to classpath.
Running on hadoop, using /usr/hdp/2.3.0.0-2525/hadoop/bin/hadoop and HADOOP_CONF_DIR=/usr/hdp/2.3.0.0-2525/hadoop/conf
MAHOUT-JOB: /usr/hdp/2.3.0.0-2525/mahout/mahout-examples-0.9.0.2.3.0.0-2525-job.jar
Input Path: /user/ec2-user/benchmarks/bigbench/temp/q28_hive_POWER_TEST_IN_PROGRESS_0_temp/result/part-m-00000
Key class: class org.apache.hadoop.io.Text Value Class: class org.apache.mahout.math.VectorWritable
Key: NEG: Value: {0:-1489.9735790704815,1:-1507.4091986140747,2:-1451.7784709646778}
Key: POS: Value: {0:-4067.783138747412,1:-4089.1958835142004,2:-3955.0516573308623}
Key: POS: Value: {0:-1010.2444771987606,1:-1049.3921217685124,2:-1009.0205601410408}
Key: POS: Value: {0:-2130.602562294591,1:-2184.135063161831,2:-2142.363719237708}
Key: POS: Value: {0:-2398.3061628512933,1:-2418.4049827376525,2:-2336.3622019388945}
Key: POS: Value: {0:-5357.27640659654,1:-5426.686255015856,2:-5235.09848760961}
Key: POS: Value: {0:-502.6215693048082,1:-539.7608649087864,2:-512.5869645792695}
Key: POS: Value: {0:-20752.594017044103,1:-20921.08497067743,2:-20237.840367258672}
Key: POS: Value: {0:-4217.403512847878,1:-4160.717242784672,2:-4162.474880864184}
Key: POS: Value: {0:-2558.28669195349,1:-2500.006867061223,2:-2461.556997954119}
Key: POS: Value: {0:-6265.617758773811,1:-6313.001955977455,2:-6131.184345503618}
Key: POS: Value: {0:-5607.274427482927,1:-5683.458697286437,2:-5413.789034034141}
Key: POS: Value: {0:-2201.0864246689503,1:-2225.8557934552236,2:-2173.366225145814}
Key: POS: Value: {0:-3381.726950499369,1:-3423.5549545012295,2:-3312.4986705736765}
Key: POS: Value: {0:-2419.9941299378934,1:-2463.0396207861963,2:-2366.6468501873464}
Key: POS: Value: {0:-5278.739456855975,1:-5303.618090371763,2:-5186.696756081867}
Key: POS: Value: {0:-2625.6157530478567,1:-2705.326454986507,2:-2555.1113691541914}
Key: POS: Value: {0:-19249.984440657954,1:-19378.159665207626,2:-18909.404854990862}
Key: POS: Value: {0:-936.9080138109276,1:-999.9689464237225,2:-940.9206624065624}
Key: POS: Value: {0:-1296.3967347504324,1:-1318.9962521953726,2:-1230.912482264337}
Key: POS: Value: {0:-6253.652315614869,1:-6360.334554061026,2:-6124.540496227598}
Key: POS: Value: {0:-13484.0739031919,1:-13429.802701989081,2:-13154.455065137261}
Key: POS: Value: {0:-304.60538784910113,1:-304.3750309054033,2:-289.9499180796197}
Key: POS: Value: {0:-6106.047031199553,1:-6195.08193566037,2:-5999.968739308751}
Key: POS: Value: {0:-12303.879149171798,1:-12581.79799844143,2:-12223.41581769432}
Key: POS: Value: {0:-3128.219253086419,1:-3175.862927253638,2:-3090.1511643931663}
Key: POS: Value: {0:-1483.892597747973,1:-1509.7137197261384,2:-1461.866766782616}
Key: POS: Value: {0:-279.12163867027414,1:-281.515052246352,2:-282.04976577395576}
Key: POS: Value: {0:-3101.447985478942,1:-3186.492729062004,2:-3079.7711372193553}
Key: POS: Value: {0:-6722.518387721367,1:-6898.264456557412,2:-6612.847116614684}
Key: POS: Value: {0:-2792.345476908618,1:-2755.4703181196164,2:-2690.2966249441015}
Key: POS: Value: {0:-625.2778010530445,1:-615.1811016678331,2:-623.8668626674931}
Key: POS: Value: {0:-1687.3325318729617,1:-1695.239852286179,2:-1609.2462756735358}
Key: POS: Value: {0:-5194.855459990153,1:-5244.581166877197,2:-5203.85878718619}
Key: POS: Value: {0:-726.1103610686253,1:-760.9494070303195,2:-682.1232327165569}
Key: POS: Value: {0:-630.2171553838803,1:-620.0987573623452,2:-615.7614297767512}
Key: POS: Value: {0:-5783.738780319702,1:-5828.581960650666,2:-5671.169517918021}
Key: POS: Value: {0:-568.4368753193505,1:-614.4037555642938,2:-575.509976416004}
Key: POS: Value: {0:-7525.333877220012,1:-7450.66723830625,2:-7309.269099020921}
Key: POS: Value: {0:-322.8909340173717,1:-305.74649266565166,2:-312.1043437250697}
Key: POS: Value: {0:-7711.081305129421,1:-7784.966800429889,2:-7557.019252961789}
Key: POS: Value: {0:-336.37124999337294,1:-361.0365284648732,2:-344.8992813976008}
Key: POS: Value: {0:-8663.742169116636,1:-8615.94600254623,2:-8490.427062866722}
Key: POS: Value: {0:-6822.393424616352,1:-6812.559208502319,2:-6650.434477023064}
Key: POS: Value: {0:-4595.026831412602,1:-4657.0364054510965,2:-4531.9050343659765}
Key: POS: Value: {0:-5097.853836359398,1:-5028.264250834982,2:-4913.257265011022}
Key: POS: Value: {0:-1231.4667473491497,1:-1201.8250365085537,2:-1190.1024871443324}
Key: POS: Value: {0:-5894.422266981855,1:-5953.352828993237,2:-5730.839200172059}
Key: POS: Value: {0:-3080.519098187701,1:-3151.939507931558,2:-3026.310565251726}
Key: POS: Value: {0:-5740.505510012743,1:-5780.566982909305,2:-5567.886581099636}
Key: POS: Value: {0:-9296.145485430183,1:-9195.322107410297,2:-9023.02488652147}
Key: POS: Value: {0:-13084.89569370352,1:-13104.721281322716,2:-12737.72273593682}
Key: POS: Value: {0:-12188.715841574978,1:-12293.926341259426,2:-12019.411453441517}
Key: POS: Value: {0:-1365.1296408751912,1:-1382.6188881016367,2:-1352.4414273336288}
Key: POS: Value: {0:-138.0495844682806,1:-134.7540612176605,2:-138.92481366807075}
Key: POS: Value: {0:-2631.236145946578,1:-2656.925109592764,2:-2607.5170618211177}
Key: POS: Value: {0:-4332.960962553064,1:-4362.633982825427,2:-4290.632109243377}
Key: POS: Value: {0:-7407.449313218072,1:-7468.418640225862,2:-7235.596904081218}
Key: POS: Value: {0:-5213.380953820784,1:-5223.692692483287,2:-5098.35810533045}
Key: POS: Value: {0:-2775.6852264649815,1:-2757.1045599932745,2:-2691.6443487188935}
Key: POS: Value: {0:-2773.999216292244,1:-2770.0240829874874,2:-2707.6011273226486}
Key: POS: Value: {0:-7304.155981755993,1:-7421.3116362572755,2:-7183.126545552859}
Key: POS: Value: {0:-2674.6426828181966,1:-2667.5896449169645,2:-2634.2906491961216}
Key: POS: Value: {0:-11143.479746261508,1:-11139.963309416677,2:-10800.654892714008}
Key: POS: Value: {0:-2060.1122780628943,1:-2119.154877250142,2:-2027.8988987237603}
Key: POS: Value: {0:-3250.0904024414053,1:-3261.1110413115453,2:-3160.441460515712}
Key: POS: Value: {0:-12613.862413872997,1:-12689.42614127089,2:-12262.070397772832}
Key: POS: Value: {0:-1625.0767248335317,1:-1525.7516987208062,2:-1522.1744498008138}
Key: POS: Value: {0:-3622.0957401126752,1:-3574.6347504314535,2:-3545.417367263668}
Key: POS: Value: {0:-817.469795124194,1:-794.1399777096943,2:-787.6215499560992}
Key: POS: Value: {0:-1359.933888497292,1:-1399.9131010410297,2:-1343.2424489904927}
Key: POS: Value: {0:-1371.439750899543,1:-1393.7153175772753,2:-1322.8858192274602}
Key: POS: Value: {0:-3212.4222315515926,1:-3188.6425724931487,2:-3140.389898267453}
Key: POS: Value: {0:-4819.407327863403,1:-4872.054787030663,2:-4703.894756354476}
Key: POS: Value: {0:-1135.7215057150179,1:-1159.4508080197772,2:-1101.641978824886}
Key: POS: Value: {0:-7970.009378545953,1:-8026.326880276629,2:-7839.714837824237}
Key: POS: Value: {0:-8154.550664777281,1:-8358.724747973927,2:-8024.819356205256}
Key: POS: Value: {0:-554.0492223132319,1:-559.722417926468,2:-552.4388710340781}
Key: POS: Value: {0:-2488.0795068768816,1:-2511.6613496552163,2:-2478.3396263989234}
Key: POS: Value: {0:-4359.622965139966,1:-4382.095449762735,2:-4213.68711274543}
Key: POS: Value: {0:-247.60227455641578,1:-233.02981904515264,2:-235.2668405900844}
Key: POS: Value: {0:-5598.504168283725,1:-5621.883898543254,2:-5509.762086610179}
Key: POS: Value: {0:-3969.6883523856877,1:-4057.8335747219144,2:-3944.2042074180513}
Key: POS: Value: {0:-402.62642503493646,1:-388.5560184158463,2:-375.8760203627191}
Key: POS: Value: {0:-5452.673870734553,1:-5587.410997972301,2:-5423.721770503623}
Key: POS: Value: {0:-845.0341825231784,1:-822.8773262288,2:-842.4102961339827}
Key: POS: Value: {0:-3218.2938642011018,1:-3226.9213656919387,2:-3088.867150604387}
Key: POS: Value: {0:-3114.8509318461665,1:-3043.9854668735165,2:-3002.2813044586655}
Key: POS: Value: {0:-13417.631985376422,1:-13607.55708374603,2:-13137.855975234512}
Key: POS: Value: {0:-3751.66601168501,1:-3717.390496231235,2:-3673.021265460759}
Key: POS: Value: {0:-651.9024528261525,1:-647.2655736078214,2:-638.444149197063}
Key: POS: Value: {0:-12451.577631466966,1:-12589.904438306245,2:-12282.353367014888}
Key: POS: Value: {0:-7765.05411461096,1:-7747.427994043828,2:-7547.698383402948}
Key: POS: Value: {0:-18311.90268440558,1:-18528.229558125346,2:-17951.71155401556}
Key: POS: Value: {0:-9445.611788155387,1:-9483.878413276203,2:-9137.782508266191}
Key: POS: Value: {0:-3307.0178991000457,1:-3265.3786414664073,2:-3188.632166814654}
Key: POS: Value: {0:-4696.309092625993,1:-4683.8077941319925,2:-4555.885763710371}
Key: POS: Value: {0:-838.3168622262526,1:-846.4314885444192,2:-821.4021460965168}
Key: POS: Value: {0:-9270.959603100331,1:-9261.183420617563,2:-9060.42163634193}
Key: POS: Value: {0:-1837.7570576755704,1:-1900.6759574590856,2:-1833.1186404656632}
Key: POS: Value: {0:-4778.775597499145,1:-4723.998777659982,2:-4702.078186019048}
Key: POS: Value: {0:-1755.4038790808652,1:-1827.2461077762084,2:-1740.9967993158746}
Key: POS: Value: {0:-3042.796393769914,1:-2993.852001795402,2:-2904.613128023614}
Key: POS: Value: {0:-4645.4192276060485,1:-4683.360276863749,2:-4505.248045669508}
Key: POS: Value: {0:-28161.796804518348,1:-28247.9914527528,2:-27418.930553339727}
Key: POS: Value: {0:-2029.673094422323,1:-2125.1767106077923,2:-1994.583391662633}
Key: POS: Value: {0:-955.5965769636714,1:-956.0014307290885,2:-907.1555251082207}
Key: POS: Value: {0:-7977.000989395477,1:-8058.886826336597,2:-7816.647903654512}
Key: POS: Value: {0:-14524.358205519247,1:-14695.530531823999,2:-14324.583450500404}
Key: POS: Value: {0:-16792.83163812554,1:-16649.175589446386,2:-16295.784909504733}
Key: POS: Value: {0:-1536.5755636773715,1:-1524.0344613385987,2:-1468.3525448070172}
Key: POS: Value: {0:-13339.76531119308,1:-13424.360665853932,2:-12953.69589911658}
Key: POS: Value: {0:-3615.8513788286564,1:-3617.7381439820783,2:-3546.755363188895}
Key: POS: Value: {0:-3737.365812676129,1:-3713.3573373851186,2:-3608.1769805533195}
Key: POS: Value: {0:-2894.850131908274,1:-2871.8739660196284,2:-2810.8509907115185}
Key: POS: Value: {0:-7182.280909084169,1:-7290.751883360897,2:-7050.284823127745}
Key: POS: Value: {0:-14813.359049348823,1:-15172.94238375231,2:-14604.996348373588}
Key: POS: Value: {0:-170.03412872475457,1:-151.7860789131531,2:-160.1793480191274}
Key: POS: Value: {0:-148.67794470718508,1:-157.62098509496548,2:-154.20068342553793}
Key: POS: Value: {0:-231.888228322053,1:-249.1696767465636,2:-227.8518381989132}
Key: POS: Value: {0:-5436.275232574166,1:-5473.2793089951265,2:-5232.367369466667}
Key: POS: Value: {0:-1799.6993493847,1:-1754.4984480155722,2:-1786.3128267738896}
Key: POS: Value: {0:-7995.159640385286,1:-8023.230360394246,2:-7736.00119305908}
Key: POS: Value: {0:-9059.70620566193,1:-9142.532857787253,2:-8836.402346160869}
Key: POS: Value: {0:-10259.903202091326,1:-10337.057915495749,2:-10083.318597699712}
Key: POS: Value: {0:-2327.066018653159,1:-2326.6795917127556,2:-2314.525337877074}
Key: POS: Value: {0:-3367.126112025766,1:-3381.4319881548654,2:-3290.0626407222658}
Key: POS: Value: {0:-6711.095844089211,1:-6764.559146227955,2:-6617.493416811275}
Key: POS: Value: {0:-4105.922262867562,1:-4167.741184033726,2:-4003.07886800447}
Key: POS: Value: {0:-7232.573975112293,1:-7383.283267533365,2:-7129.935252526228}
Key: POS: Value: {0:-3654.111332519514,1:-3678.6693202025003,2:-3541.0704935664335}
Key: POS: Value: {0:-7114.155391876253,1:-7243.680796628351,2:-6969.029349868885}
Key: POS: Value: {0:-1099.8401265239195,1:-1104.096771641006,2:-1077.8248974707515}
Key: POS: Value: {0:-7056.253408824827,1:-6934.945872961537,2:-6863.276156648673}
Key: POS: Value: {0:-12383.945697791536,1:-12453.048357879656,2:-12056.552062445113}
Key: POS: Value: {0:-3260.1367061602,1:-3244.7540920220194,2:-3087.793779957885}
Key: POS: Value: {0:-5714.65886201235,1:-5738.285300460332,2:-5612.86181186622}
Key: POS: Value: {0:-10670.719705437814,1:-10779.101977274056,2:-10448.265088726377}
Key: POS: Value: {0:-12476.709797941558,1:-12516.496654601548,2:-11990.67300456078}
Key: POS: Value: {0:-11298.216845224264,1:-11298.871242786548,2:-11017.300557248062}
Key: POS: Value: {0:-11971.987917013383,1:-11996.926459354097,2:-11654.106797781067}
Key: POS: Value: {0:-18041.467766612397,1:-18065.23930202751,2:-17573.860125826704}
Key: POS: Value: {0:-5570.166145750131,1:-5679.084171667403,2:-5467.042856542915}
Key: POS: Value: {0:-9362.071403667693,1:-9445.492238982188,2:-9022.507016565683}
Key: POS: Value: {0:-12230.263987868886,1:-12264.446969441706,2:-11899.48963385922}
Key: POS: Value: {0:-9718.55054756332,1:-9725.906852290227,2:-9495.481310564981}
Key: POS: Value: {0:-3034.20323352468,1:-3073.606641837151,2:-2948.359904597813}
Key: POS: Value: {0:-2242.319453484643,1:-2179.2744030028744,2:-2128.9588465374404}
Key: POS: Value: {0:-11566.911435739066,1:-11692.285415399418,2:-11346.679393949868}
Key: POS: Value: {0:-402.1251004107441,1:-404.09620503001184,2:-380.2283232387444}
Key: POS: Value: {0:-964.4222351398813,1:-1028.4615690050562,2:-961.2739886833008}
Key: POS: Value: {0:-6662.273106572653,1:-6649.268484093242,2:-6429.3575450403205}
Key: POS: Value: {0:-632.9540876539533,1:-572.6405669093477,2:-610.8244696613656}
Key: POS: Value: {0:-2464.293422924772,1:-2425.671687951349,2:-2325.4742279455813}
Key: POS: Value: {0:-936.5216802757859,1:-1012.0537182225446,2:-943.241673996326}
Key: POS: Value: {0:-1654.0155723761227,1:-1614.65257492715,2:-1590.775454139579}
Key: POS: Value: {0:-1837.2192174985362,1:-1818.9773262969782,2:-1775.73853724775}
Key: POS: Value: {0:-7233.3745859227665,1:-7365.704345893909,2:-7151.818418687527}
Key: POS: Value: {0:-8139.563678401609,1:-8228.354044228883,2:-7998.3440378760915}
Key: POS: Value: {0:-654.4704336201121,1:-650.6156141695882,2:-645.0127262735771}
Key: POS: Value: {0:-7064.362007236984,1:-7149.182405176891,2:-6889.015401263735}
Key: POS: Value: {0:-1582.8871820275729,1:-1579.808343018381,2:-1543.6780191983505}
Key: POS: Value: {0:-2718.586153903243,1:-2706.303571989174,2:-2680.3091009447944}
Key: POS: Value: {0:-5299.832665269225,1:-5301.370990604454,2:-5150.351414257025}
Key: POS: Value: {0:-1883.060787723251,1:-1955.6059048423986,2:-1923.4516980654766}
Key: POS: Value: {0:-14325.027927629993,1:-14187.175777802851,2:-13972.562442688944}
Key: POS: Value: {0:-5709.101620735983,1:-5771.692059189301,2:-5654.653383055821}
Key: POS: Value: {0:-921.0414583495337,1:-939.6873204620115,2:-898.552668265497}
Key: POS: Value: {0:-1255.4600412720456,1:-1290.462234579287,2:-1207.5133020261817}
Key: POS: Value: {0:-470.4184168619504,1:-468.47858039135565,2:-470.82986326489487}
Key: POS: Value: {0:-2821.615440050455,1:-2850.27635320856,2:-2784.3883103868866}
Key: POS: Value: {0:-804.0844984455125,1:-848.4184168934149,2:-786.7645497795623}
Key: POS: Value: {0:-10564.147138371198,1:-10694.700826531953,2:-10436.017096390451}
Key: POS: Value: {0:-891.3235661672256,1:-871.1180743976857,2:-895.3209237446916}
Key: POS: Value: {0:-1271.6684625569465,1:-1294.9805134217609,2:-1268.788645734121}
Key: POS: Value: {0:-7556.60181128822,1:-7636.014440047573,2:-7410.815681174534}
Key: POS: Value: {0:-1399.800259805964,1:-1434.5529804101495,2:-1354.8831409203603}
Key: POS: Value: {0:-2388.475714048424,1:-2423.3523788106413,2:-2353.3165789934346}
Key: POS: Value: {0:-4646.4084787836,1:-4668.132334023136,2:-4591.1087299090905}
Key: POS: Value: {0:-1423.500281650871,1:-1417.736838887017,2:-1358.3431653020534}
Key: POS: Value: {0:-3711.540624447691,1:-3752.2624347931664,2:-3590.3464932504403}
Key: POS: Value: {0:-888.4005506654148,1:-892.7781166593601,2:-860.7000946299302}
Key: POS: Value: {0:-977.664418855906,1:-1002.3546983914739,2:-972.3294817978302}
Key: POS: Value: {0:-1935.6514377132198,1:-1911.9583736941324,2:-1837.3119820229153}
Key: POS: Value: {0:-5577.191460639075,1:-5478.5289119460895,2:-5474.5979121143955}
Key: POS: Value: {0:-6232.098281271809,1:-6323.663488311253,2:-6226.587708313121}
Key: POS: Value: {0:-2968.1159649752385,1:-3047.1325630669567,2:-2926.169695923207}
Key: POS: Value: {0:-5394.3546589064545,1:-5303.448689965966,2:-5218.4848927741805}
Key: POS: Value: {0:-7585.641779605493,1:-7584.3546525340935,2:-7429.476130417057}
Key: POS: Value: {0:-6503.774859692487,1:-6547.330188185893,2:-6351.226648377278}
Key: POS: Value: {0:-2873.389542458046,1:-2861.185562527335,2:-2817.510803628308}
Key: POS: Value: {0:-125.92246180994337,1:-150.71353733384194,2:-131.40341255804913}
Key: POS: Value: {0:-2066.224189470449,1:-2045.8559170038725,2:-2038.7826898532664}
Key: POS: Value: {0:-904.1810699096684,1:-925.7426862601244,2:-879.3677715309078}
Key: POS: Value: {0:-869.952631704702,1:-866.3173094131002,2:-846.2049625615008}
Key: POS: Value: {0:-3841.799392874567,1:-3841.0961358057807,2:-3744.5423357752925}
Key: POS: Value: {0:-5067.131018926005,1:-5079.812238126614,2:-4976.917040891468}
Key: POS: Value: {0:-3697.2081687213677,1:-3724.028754493494,2:-3640.8758934062644}
Key: POS: Value: {0:-9918.668564046333,1:-10012.59698312621,2:-9803.30668565906}
Key: POS: Value: {0:-4509.310486675303,1:-4562.533957342027,2:-4425.013840742984}
Key: POS: Value: {0:-1456.389416367421,1:-1481.4966529464496,2:-1457.5441499803749}
Key: POS: Value: {0:-12209.417847222072,1:-12176.30980534958,2:-11866.3639350758}
Key: POS: Value: {0:-658.5099946364252,1:-631.9307012413219,2:-637.228798135269}
Key: POS: Value: {0:-322.51331662042236,1:-337.3693492639969,2:-331.45727941431784}
Key: POS: Value: {0:-4372.838271711279,1:-4491.577647051572,2:-4312.059072546012}
Key: POS: Value: {0:-2403.5047806288794,1:-2439.911260181801,2:-2384.1110577406475}
Key: POS: Value: {0:-855.8182673787853,1:-848.2836850716587,2:-852.9067462960877}
Key: POS: Value: {0:-2104.025191652896,1:-2124.6543098906686,2:-2115.7913620616487}
Key: POS: Value: {0:-12105.52888979269,1:-12223.32049215987,2:-11909.045582186372}
Key: POS: Value: {0:-5616.279457637879,1:-5636.590229644513,2:-5504.559098801336}
Key: POS: Value: {0:-1484.6480458495885,1:-1479.71691953781,2:-1430.947527749439}
Key: POS: Value: {0:-4036.1796662367487,1:-4212.855192311594,2:-4054.7148896270983}
Key: POS: Value: {0:-562.5191333263492,1:-606.6560532404211,2:-569.2266996474274}
Key: POS: Value: {0:-661.4523487794763,1:-644.9535894815449,2:-633.2985757105042}
Key: POS: Value: {0:-6865.536798085594,1:-6885.881235329591,2:-6759.0583502628415}
Key: POS: Value: {0:-1274.4280576225067,1:-1291.4756319502628,2:-1245.5518714478376}
Key: POS: Value: {0:-2498.835438518857,1:-2551.3103436034107,2:-2517.67904884748}
Key: POS: Value: {0:-1523.5135840658313,1:-1611.3023399366082,2:-1501.2318633164734}
Key: POS: Value: {0:-448.75392743826603,1:-460.83456151009244,2:-457.092245337911}
Key: POS: Value: {0:-154.07550211088272,1:-153.25907935497548,2:-152.05388584169117}
Key: POS: Value: {0:-7001.283700538689,1:-7041.043075092586,2:-6850.218283120222}
Key: POS: Value: {0:-1973.0784020178423,1:-1983.078211011648,2:-1900.2134909234476}
Key: POS: Value: {0:-5561.497872588334,1:-5545.97916264372,2:-5456.373901560511}
Key: POS: Value: {0:-1399.3457555541838,1:-1436.2177376913749,2:-1365.6515440577093}
Key: POS: Value: {0:-5940.494641056817,1:-5895.078163559302,2:-5801.705771434775}
Key: POS: Value: {0:-280.9478028006363,1:-264.7836042175081,2:-271.95697930508965}
Key: POS: Value: {0:-9500.244686270711,1:-9592.766101958945,2:-9317.933836450598}
Key: POS: Value: {0:-4749.984850670372,1:-4750.592999639343,2:-4717.602889519891}
Key: POS: Value: {0:-483.8376990626512,1:-506.7505705980793,2:-474.5222063322969}
Key: POS: Value: {0:-4830.577587600426,1:-4870.823827805786,2:-4743.845186093269}
Key: POS: Value: {0:-1288.5242694933127,1:-1257.970665833322,2:-1218.016083254798}
Key: POS: Value: {0:-833.687816363577,1:-848.6020404597576,2:-825.3193012084233}
Key: POS: Value: {0:-5017.459722422108,1:-5004.802543754377,2:-4902.881053416364}
Key: POS: Value: {0:-2067.952368424384,1:-2116.2172804233323,2:-2048.905149359809}
Key: POS: Value: {0:-3105.9758025731708,1:-3131.0586902954838,2:-3051.4967558913213}
Key: POS: Value: {0:-1102.979330957426,1:-1171.1819363447762,2:-1124.2999481094107}
Key: POS: Value: {0:-1578.9861359760066,1:-1550.2216112165836,2:-1524.539928945149}
Key: POS: Value: {0:-21334.401299954297,1:-21498.628938526155,2:-20690.487725279443}
Key: POS: Value: {0:-4162.565406844571,1:-4086.762411357091,2:-4044.787466354625}
Key: POS: Value: {0:-16428.06545846867,1:-16481.24591221972,2:-16160.85705224843}
